Starting epsilon decay: 0.997755
🔥 New best solution! Steps: 3113. Decay decreased to 0.997461
Episode 180 | Reward: 88.80000000000001 | Steps: 95 | Epsilon: 0.109 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
Episode 181 | Reward: 87.40000000000002 | Steps: 91 | Epsilon: 0.108 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
Episode 182 | Reward: 84.00000000000003 | Steps: 98 | Epsilon: 0.107 | Result: WIN | Decay: 0.991868 | Time: 0.0003s
Episode 183 | Reward: 81.4 | Steps: 97 | Epsilon: 0.106 | Result: WIN | Decay: 0.991868 | Time: 0.0003s
Episode 184 | Reward: 85.40000000000002 | Steps: 102 | Epsilon: 0.105 | Result: WIN | Decay: 0.991868 | Time: 0.0003s
Episode 185 | Reward: 83.60000000000002 | Steps: 111 | Epsilon: 0.105 | Result: WIN | Decay: 0.991868 | Time: 0.0004s
Episode 186 | Reward: 84.60000000000002 | Steps: 101 | Epsilon: 0.104 | Result: WIN | Decay: 0.991868 | Time: 0.0004s
Episode 187 | Reward: 85.80000000000003 | Steps: 89 | Epsilon: 0.103 | Result: WIN | Decay: 0.991868 | Time: 0.0003s
Episode 188 | Reward: 90.60000000000001 | Steps: 77 | Epsilon: 0.102 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
Episode 189 | Reward: 87.80000000000001 | Steps: 87 | Epsilon: 0.101 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
Episode 190 | Reward: 91.60000000000001 | Steps: 76 | Epsilon: 0.100 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
Episode 191 | Reward: 86.60000000000002 | Steps: 90 | Epsilon: 0.100 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
Episode 192 | Reward: 89.80000000000001 | Steps: 76 | Epsilon: 0.099 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
Episode 193 | Reward: 80.59999999999998 | Steps: 132 | Epsilon: 0.098 | Result: WIN | Decay: 0.991868 | Time: 0.0003s
Episode 194 | Reward: 91.60000000000001 | Steps: 76 | Epsilon: 0.097 | Result: WIN | Decay: 0.991868 | Time: 0.0002s
🔥 New best solution! Steps: 65. Decay decreased to 0.991574
Episode 195 | Reward: 91.80000000000001 | Steps: 65 | Epsilon: 0.096 | Result: WIN | Decay: 0.991574 | Time: 0.0002s
Episode 196 | Reward: 88.80000000000001 | Steps: 86 | Epsilon: 0.096 | Result: WIN | Decay: 0.991574 | Time: 0.0002s
Episode 197 | Reward: 90.00000000000001 | Steps: 74 | Epsilon: 0.095 | Result: WIN | Decay: 0.991574 | Time: 0.0002s
Episode 198 | Reward: 83.80000000000001 | Steps: 100 | Epsilon: 0.094 | Result: WIN | Decay: 0.991574 | Time: 0.0002s
Episode 199 | Reward: 64.79999999999986 | Steps: 236 | Epsilon: 0.093 | Result: WIN | Decay: 0.991574 | Time: 0.0006s
Episode 200 | Reward: 80.59999999999998 | Steps: 132 | Epsilon: 0.092 | Result: WIN | Decay: 0.991574 | Time: 0.0004s
Episode 201 | Reward: 85.80000000000003 | Steps: 107 | Epsilon: 0.092 | Result: WIN | Decay: 0.991574 | Time: 0.0003s
Episode 202 | Reward: 88.80000000000001 | Steps: 68 | Epsilon: 0.091 | Result: WIN | Decay: 0.991574 | Time: 0.0002s
Episode 203 | Reward: 86.80000000000001 | Steps: 79 | Epsilon: 0.090 | Result: WIN | Decay: 0.991574 | Time: 0.0002s
Episode 204 | Reward: 90.20000000000002 | Steps: 72 | Epsilon: 0.089 | Result: WIN | Decay: 0.991574 | Time: 0.0002s
Episode 205 | Reward: 87.40000000000002 | Steps: 100 | Epsilon: 0.089 | Result: WIN | Decay: 0.991574 | Time: 0.0003s
🔥 New best solution! Steps: 63. Decay decreased to 0.991279
Episode 206 | Reward: 92.0 | Steps: 63 | Epsilon: 0.088 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
Episode 207 | Reward: 91.80000000000001 | Steps: 65 | Epsilon: 0.087 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
Episode 208 | Reward: 88.20000000000002 | Steps: 92 | Epsilon: 0.086 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
Episode 209 | Reward: 92.0 | Steps: 63 | Epsilon: 0.085 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
Episode 210 | Reward: 85.60000000000002 | Steps: 91 | Epsilon: 0.085 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
Episode 211 | Reward: 92.80000000000001 | Steps: 64 | Epsilon: 0.084 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
Episode 212 | Reward: 90.80000000000001 | Steps: 66 | Epsilon: 0.083 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
Episode 213 | Reward: 78.79999999999998 | Steps: 132 | Epsilon: 0.083 | Result: WIN | Decay: 0.991279 | Time: 0.0003s
Episode 214 | Reward: 92.4 | Steps: 68 | Epsilon: 0.082 | Result: WIN | Decay: 0.991279 | Time: 0.0002s
🔥 New best solution! Steps: 58. Decay decreased to 0.990985
Episode 215 | Reward: 93.4 | Steps: 58 | Epsilon: 0.081 | Result: WIN | Decay: 0.990985 | Time: 0.0001s
Episode 216 | Reward: 91.4 | Steps: 69 | Epsilon: 0.080 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
Episode 217 | Reward: 89.40000000000002 | Steps: 80 | Epsilon: 0.080 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
Episode 218 | Reward: 90.4 | Steps: 70 | Epsilon: 0.079 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
Episode 219 | Reward: 93.2 | Steps: 60 | Epsilon: 0.078 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
Episode 220 | Reward: 86.20000000000002 | Steps: 85 | Epsilon: 0.077 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
Episode 221 | Reward: 91.4 | Steps: 78 | Epsilon: 0.077 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
Episode 222 | Reward: 88.60000000000002 | Steps: 79 | Epsilon: 0.076 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
Episode 223 | Reward: 90.60000000000001 | Steps: 59 | Epsilon: 0.075 | Result: WIN | Decay: 0.990985 | Time: 0.0002s
🔥 New best solution! Steps: 57. Decay decreased to 0.990691
Episode 224 | Reward: 92.60000000000001 | Steps: 57 | Epsilon: 0.075 | Result: WIN | Decay: 0.990691 | Time: 0.0002s
Episode 225 | Reward: 92.80000000000001 | Steps: 73 | Epsilon: 0.074 | Result: WIN | Decay: 0.990691 | Time: 0.0002s
Episode 226 | Reward: 85.40000000000002 | Steps: 75 | Epsilon: 0.073 | Result: WIN | Decay: 0.990691 | Time: 0.0002s
Episode 227 | Reward: 92.80000000000001 | Steps: 64 | Epsilon: 0.073 | Result: WIN | Decay: 0.990691 | Time: 0.0003s
🔥 New best solution! Steps: 51. Decay decreased to 0.990396
Episode 228 | Reward: 93.2 | Steps: 51 | Epsilon: 0.072 | Result: WIN | Decay: 0.990396 | Time: 0.0003s
Episode 229 | Reward: 90.40000000000002 | Steps: 79 | Epsilon: 0.071 | Result: WIN | Decay: 0.990396 | Time: 0.0003s
Episode 230 | Reward: 92.80000000000001 | Steps: 64 | Epsilon: 0.071 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 231 | Reward: 90.20000000000002 | Steps: 72 | Epsilon: 0.070 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 232 | Reward: 92.20000000000002 | Steps: 70 | Epsilon: 0.069 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 233 | Reward: 92.4 | Steps: 59 | Epsilon: 0.069 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 234 | Reward: 93.00000000000001 | Steps: 71 | Epsilon: 0.068 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 235 | Reward: 91.60000000000001 | Steps: 67 | Epsilon: 0.067 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 236 | Reward: 92.2 | Steps: 70 | Epsilon: 0.067 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 237 | Reward: 93.80000000000001 | Steps: 63 | Epsilon: 0.066 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 238 | Reward: 94.0 | Steps: 52 | Epsilon: 0.065 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 239 | Reward: 92.80000000000001 | Steps: 64 | Epsilon: 0.065 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 240 | Reward: 88.60000000000001 | Steps: 79 | Epsilon: 0.064 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 241 | Reward: 89.00000000000001 | Steps: 66 | Epsilon: 0.063 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 242 | Reward: 90.20000000000002 | Steps: 63 | Epsilon: 0.063 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 243 | Reward: 92.00000000000001 | Steps: 54 | Epsilon: 0.062 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 244 | Reward: 92.4 | Steps: 59 | Epsilon: 0.062 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 245 | Reward: 94.8 | Steps: 53 | Epsilon: 0.061 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 246 | Reward: 91.60000000000001 | Steps: 67 | Epsilon: 0.060 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 247 | Reward: 92.80000000000001 | Steps: 55 | Epsilon: 0.060 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 248 | Reward: 90.20000000000002 | Steps: 63 | Epsilon: 0.059 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 249 | Reward: 90.40000000000002 | Steps: 61 | Epsilon: 0.059 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 250 | Reward: 92.80000000000001 | Steps: 64 | Epsilon: 0.058 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 251 | Reward: 92.80000000000001 | Steps: 55 | Epsilon: 0.058 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 252 | Reward: 90.60000000000001 | Steps: 59 | Epsilon: 0.057 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 253 | Reward: 94.4 | Steps: 57 | Epsilon: 0.057 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 254 | Reward: 93.00000000000001 | Steps: 71 | Epsilon: 0.056 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 255 | Reward: 93.4 | Steps: 58 | Epsilon: 0.055 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 256 | Reward: 92.20000000000002 | Steps: 70 | Epsilon: 0.055 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 257 | Reward: 95.0 | Steps: 51 | Epsilon: 0.054 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 258 | Reward: 93.2 | Steps: 51 | Epsilon: 0.054 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 259 | Reward: 93.4 | Steps: 67 | Epsilon: 0.053 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 260 | Reward: 89.00000000000001 | Steps: 66 | Epsilon: 0.053 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 261 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.052 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 262 | Reward: 94.2 | Steps: 59 | Epsilon: 0.052 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 263 | Reward: 94.0 | Steps: 52 | Epsilon: 0.051 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 264 | Reward: 95.0 | Steps: 51 | Epsilon: 0.051 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 265 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.050 | Result: WIN | Decay: 0.990396 | Time: 0.0001s
Episode 266 | Reward: 93.80000000000001 | Steps: 63 | Epsilon: 0.050 | Result: WIN | Decay: 0.990396 | Time: 0.0002s
Episode 267 | Reward: 92.4 | Steps: 59 | Epsilon: 0.049 | Result: WIN | Decay: 0.990396 | Time: 0.0003s
🔥 New best solution! Steps: 49. Decay decreased to 0.990102
Episode 268 | Reward: 95.2 | Steps: 49 | Epsilon: 0.049 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 269 | Reward: 95.2 | Steps: 49 | Epsilon: 0.048 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 270 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.048 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 271 | Reward: 91.2 | Steps: 62 | Epsilon: 0.047 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 272 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.047 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 273 | Reward: 94.0 | Steps: 52 | Epsilon: 0.047 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 274 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.046 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 275 | Reward: 94.2 | Steps: 50 | Epsilon: 0.046 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 276 | Reward: 94.0 | Steps: 52 | Epsilon: 0.045 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 277 | Reward: 93.00000000000001 | Steps: 62 | Epsilon: 0.045 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 278 | Reward: 94.0 | Steps: 52 | Epsilon: 0.044 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 279 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.044 | Result: WIN | Decay: 0.990102 | Time: 0.0003s
Episode 280 | Reward: 93.2 | Steps: 51 | Epsilon: 0.043 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 281 | Reward: 93.2 | Steps: 51 | Epsilon: 0.043 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 282 | Reward: 92.80000000000001 | Steps: 55 | Epsilon: 0.043 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 283 | Reward: 94.0 | Steps: 52 | Epsilon: 0.042 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 284 | Reward: 94.2 | Steps: 50 | Epsilon: 0.042 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 285 | Reward: 95.2 | Steps: 49 | Epsilon: 0.041 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 286 | Reward: 95.2 | Steps: 49 | Epsilon: 0.041 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 287 | Reward: 94.0 | Steps: 52 | Epsilon: 0.040 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 288 | Reward: 93.0 | Steps: 53 | Epsilon: 0.040 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 289 | Reward: 91.80000000000001 | Steps: 56 | Epsilon: 0.040 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 290 | Reward: 95.2 | Steps: 49 | Epsilon: 0.039 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 291 | Reward: 95.2 | Steps: 49 | Epsilon: 0.039 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 292 | Reward: 95.0 | Steps: 51 | Epsilon: 0.039 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 293 | Reward: 95.0 | Steps: 51 | Epsilon: 0.038 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 294 | Reward: 94.0 | Steps: 52 | Epsilon: 0.038 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 295 | Reward: 94.0 | Steps: 52 | Epsilon: 0.037 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 296 | Reward: 95.2 | Steps: 49 | Epsilon: 0.037 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 297 | Reward: 95.0 | Steps: 51 | Epsilon: 0.037 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 298 | Reward: 95.2 | Steps: 49 | Epsilon: 0.036 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 299 | Reward: 93.2 | Steps: 51 | Epsilon: 0.036 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 300 | Reward: 94.4 | Steps: 57 | Epsilon: 0.036 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 301 | Reward: 94.0 | Steps: 52 | Epsilon: 0.035 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 302 | Reward: 95.2 | Steps: 49 | Epsilon: 0.035 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 303 | Reward: 95.2 | Steps: 49 | Epsilon: 0.035 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 304 | Reward: 94.0 | Steps: 52 | Epsilon: 0.034 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 305 | Reward: 93.0 | Steps: 53 | Epsilon: 0.034 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 306 | Reward: 95.2 | Steps: 49 | Epsilon: 0.033 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 307 | Reward: 95.2 | Steps: 49 | Epsilon: 0.033 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 308 | Reward: 95.0 | Steps: 51 | Epsilon: 0.033 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 309 | Reward: 95.0 | Steps: 51 | Epsilon: 0.033 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 310 | Reward: 94.0 | Steps: 52 | Epsilon: 0.032 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 311 | Reward: 95.0 | Steps: 51 | Epsilon: 0.032 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 312 | Reward: 93.2 | Steps: 51 | Epsilon: 0.032 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 313 | Reward: 95.0 | Steps: 51 | Epsilon: 0.031 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 314 | Reward: 93.20000000000002 | Steps: 51 | Epsilon: 0.031 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 315 | Reward: 95.2 | Steps: 49 | Epsilon: 0.031 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 316 | Reward: 95.2 | Steps: 49 | Epsilon: 0.030 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 317 | Reward: 95.0 | Steps: 51 | Epsilon: 0.030 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 318 | Reward: 94.2 | Steps: 50 | Epsilon: 0.030 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 319 | Reward: 93.2 | Steps: 51 | Epsilon: 0.029 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 320 | Reward: 95.2 | Steps: 49 | Epsilon: 0.029 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 321 | Reward: 95.2 | Steps: 49 | Epsilon: 0.029 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 322 | Reward: 95.0 | Steps: 51 | Epsilon: 0.029 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 323 | Reward: 92.2 | Steps: 52 | Epsilon: 0.028 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 324 | Reward: 95.2 | Steps: 49 | Epsilon: 0.028 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 325 | Reward: 95.2 | Steps: 49 | Epsilon: 0.028 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 326 | Reward: 94.2 | Steps: 50 | Epsilon: 0.027 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 327 | Reward: 93.00000000000001 | Steps: 53 | Epsilon: 0.027 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 328 | Reward: 95.2 | Steps: 49 | Epsilon: 0.027 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 329 | Reward: 95.2 | Steps: 49 | Epsilon: 0.027 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 330 | Reward: 94.2 | Steps: 50 | Epsilon: 0.026 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 331 | Reward: 94.8 | Steps: 53 | Epsilon: 0.026 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 332 | Reward: 95.2 | Steps: 49 | Epsilon: 0.026 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 333 | Reward: 95.2 | Steps: 49 | Epsilon: 0.026 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 334 | Reward: 94.8 | Steps: 53 | Epsilon: 0.025 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 335 | Reward: 95.0 | Steps: 51 | Epsilon: 0.025 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 336 | Reward: 95.2 | Steps: 49 | Epsilon: 0.025 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 337 | Reward: 94.0 | Steps: 52 | Epsilon: 0.025 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 338 | Reward: 94.2 | Steps: 50 | Epsilon: 0.024 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 339 | Reward: 93.0 | Steps: 53 | Epsilon: 0.024 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 340 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.024 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 341 | Reward: 95.2 | Steps: 49 | Epsilon: 0.024 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 342 | Reward: 94.2 | Steps: 50 | Epsilon: 0.023 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 343 | Reward: 95.2 | Steps: 49 | Epsilon: 0.023 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 344 | Reward: 95.2 | Steps: 49 | Epsilon: 0.023 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 345 | Reward: 94.2 | Steps: 50 | Epsilon: 0.023 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 346 | Reward: 94.2 | Steps: 50 | Epsilon: 0.023 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 347 | Reward: 95.2 | Steps: 49 | Epsilon: 0.022 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 348 | Reward: 95.2 | Steps: 49 | Epsilon: 0.022 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 349 | Reward: 92.00000000000001 | Steps: 54 | Epsilon: 0.022 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 350 | Reward: 94.2 | Steps: 50 | Epsilon: 0.022 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 351 | Reward: 95.0 | Steps: 51 | Epsilon: 0.021 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 352 | Reward: 95.2 | Steps: 49 | Epsilon: 0.021 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 353 | Reward: 95.2 | Steps: 49 | Epsilon: 0.021 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 354 | Reward: 95.2 | Steps: 49 | Epsilon: 0.021 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 355 | Reward: 95.2 | Steps: 49 | Epsilon: 0.021 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 356 | Reward: 94.0 | Steps: 52 | Epsilon: 0.020 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 357 | Reward: 95.2 | Steps: 49 | Epsilon: 0.020 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 358 | Reward: 95.2 | Steps: 49 | Epsilon: 0.020 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 359 | Reward: 94.8 | Steps: 53 | Epsilon: 0.020 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 360 | Reward: 93.0 | Steps: 53 | Epsilon: 0.020 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 361 | Reward: 95.2 | Steps: 49 | Epsilon: 0.019 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 362 | Reward: 95.2 | Steps: 49 | Epsilon: 0.019 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 363 | Reward: 95.2 | Steps: 49 | Epsilon: 0.019 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 364 | Reward: 94.2 | Steps: 50 | Epsilon: 0.019 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 365 | Reward: 95.0 | Steps: 51 | Epsilon: 0.019 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 366 | Reward: 95.2 | Steps: 49 | Epsilon: 0.018 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 367 | Reward: 95.0 | Steps: 51 | Epsilon: 0.018 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 368 | Reward: 94.2 | Steps: 50 | Epsilon: 0.018 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 369 | Reward: 95.2 | Steps: 49 | Epsilon: 0.018 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 370 | Reward: 94.2 | Steps: 50 | Epsilon: 0.018 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 371 | Reward: 93.80000000000001 | Steps: 54 | Epsilon: 0.018 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 372 | Reward: 95.2 | Steps: 49 | Epsilon: 0.017 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 373 | Reward: 94.0 | Steps: 52 | Epsilon: 0.017 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 374 | Reward: 95.0 | Steps: 51 | Epsilon: 0.017 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 375 | Reward: 95.0 | Steps: 51 | Epsilon: 0.017 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 376 | Reward: 94.2 | Steps: 50 | Epsilon: 0.017 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 377 | Reward: 95.2 | Steps: 49 | Epsilon: 0.017 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 378 | Reward: 95.2 | Steps: 49 | Epsilon: 0.016 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 379 | Reward: 95.2 | Steps: 49 | Epsilon: 0.016 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 380 | Reward: 95.2 | Steps: 49 | Epsilon: 0.016 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 381 | Reward: 94.2 | Steps: 50 | Epsilon: 0.016 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 382 | Reward: 95.2 | Steps: 49 | Epsilon: 0.016 | Result: WIN | Decay: 0.990102 | Time: 0.0004s
Episode 383 | Reward: 95.2 | Steps: 49 | Epsilon: 0.016 | Result: WIN | Decay: 0.990102 | Time: 0.0002s
Episode 384 | Reward: 95.2 | Steps: 49 | Epsilon: 0.015 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 385 | Reward: 95.2 | Steps: 49 | Epsilon: 0.015 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
Episode 386 | Reward: 94.2 | Steps: 50 | Epsilon: 0.015 | Result: WIN | Decay: 0.990102 | Time: 0.0001s
