Episode 250 | Reward: 92.50 | Steps: 36 | Epsilon: 0.47 | Result: WIN | Time: 0.0001s
Episode 251 | Reward: 87.00 | Steps: 41 | Epsilon: 0.47 | Result: WIN | Time: 0.0001s
Episode 252 | Reward: 90.30 | Steps: 38 | Epsilon: 0.47 | Result: WIN | Time: 0.0001s
Episode 253 | Reward: 91.40 | Steps: 37 | Epsilon: 0.47 | Result: WIN | Time: 0.0001s
Episode 254 | Reward: 85.40 | Steps: 57 | Epsilon: 0.47 | Result: WIN | Time: 0.0002s
Episode 255 | Reward: 86.80 | Steps: 43 | Epsilon: 0.46 | Result: WIN | Time: 0.0001s
Episode 256 | Reward: 85.40 | Steps: 37 | Epsilon: 0.46 | Result: WIN | Time: 0.0001s
Episode 257 | Reward: 90.20 | Steps: 29 | Epsilon: 0.46 | Result: WIN | Time: 0.0001s
Episode 258 | Reward: 82.80 | Steps: 43 | Epsilon: 0.46 | Result: WIN | Time: 0.0001s
Episode 259 | Reward: 78.40 | Steps: 67 | Epsilon: 0.46 | Result: WIN | Time: 0.0002s
Episode 260 | Reward: 88.30 | Steps: 38 | Epsilon: 0.46 | Result: WIN | Time: 0.0001s
Episode 261 | Reward: 81.70 | Steps: 44 | Epsilon: 0.46 | Result: WIN | Time: 0.0001s
Episode 262 | Reward: 96.40 | Steps: 27 | Epsilon: 0.46 | Result: WIN | Time: 0.0001s
Episode 263 | Reward: 89.40 | Steps: 37 | Epsilon: 0.45 | Result: WIN | Time: 0.0001s
Episode 264 | Reward: 90.10 | Steps: 40 | Epsilon: 0.45 | Result: WIN | Time: 0.0001s
Episode 265 | Reward: 78.70 | Steps: 54 | Epsilon: 0.45 | Result: WIN | Time: 0.0002s
Episode 266 | Reward: 81.10 | Steps: 50 | Epsilon: 0.45 | Result: WIN | Time: 0.0001s
Episode 267 | Reward: 90.20 | Steps: 29 | Epsilon: 0.45 | Result: WIN | Time: 0.0001s
Episode 268 | Reward: 84.80 | Steps: 43 | Epsilon: 0.45 | Result: WIN | Time: 0.0001s
Episode 269 | Reward: 87.40 | Steps: 37 | Epsilon: 0.45 | Result: WIN | Time: 0.0001s
Episode 270 | Reward: 91.20 | Steps: 39 | Epsilon: 0.44 | Result: WIN | Time: 0.0001s
Episode 271 | Reward: 90.90 | Steps: 32 | Epsilon: 0.44 | Result: WIN | Time: 0.0001s
Episode 272 | Reward: 92.20 | Steps: 29 | Epsilon: 0.44 | Result: WIN | Time: 0.0001s
Episode 273 | Reward: 88.30 | Steps: 38 | Epsilon: 0.44 | Result: WIN | Time: 0.0001s
Episode 274 | Reward: 86.50 | Steps: 36 | Epsilon: 0.44 | Result: WIN | Time: 0.0001s
Episode 275 | Reward: 81.10 | Steps: 50 | Epsilon: 0.44 | Result: WIN | Time: 0.0001s
Episode 276 | Reward: 89.60 | Steps: 35 | Epsilon: 0.44 | Result: WIN | Time: 0.0001s

Training finished in 0.07s
Greedy reached goal: True in 21 steps.
