Episode 149 | Reward: -1362.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0137s
Episode 150 | Reward: -1392.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0138s
Episode 151 | Reward: -1352.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0138s
Episode 152 | Reward: -1387.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0137s
Episode 153 | Reward: -1341.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0139s
Episode 154 | Reward: -1343.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0137s
Episode 155 | Reward: -1312.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0139s
Episode 156 | Reward: -1306.10 | Steps: 2601 | Epsilon: 0.86 | Result: LOSE | Time: 0.0143s
Episode 157 | Reward: -1391.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0139s
Episode 158 | Reward: -1394.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0138s
Episode 159 | Reward: -1314.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0142s
Episode 160 | Reward: -1343.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0136s
Episode 161 | Reward: -1315.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0134s
Episode 162 | Reward: -1404.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0135s
Episode 163 | Reward: -1354.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0135s
Episode 164 | Reward: -1396.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0136s
Episode 165 | Reward: -1263.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0135s
Episode 166 | Reward: -1374.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0135s
Episode 167 | Reward: -1307.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0138s
Episode 168 | Reward: -1195.10 | Steps: 2601 | Epsilon: 0.85 | Result: LOSE | Time: 0.0138s
Episode 169 | Reward: -1099.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0144s
Episode 170 | Reward: -1324.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0145s
Episode 171 | Reward: -1351.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0144s
Episode 172 | Reward: -1292.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0143s
Episode 173 | Reward: -1278.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0136s
Episode 174 | Reward: -1370.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0139s
Episode 175 | Reward: -1380.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0140s
Episode 176 | Reward: -1185.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0143s
Episode 177 | Reward: -1296.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0139s
Episode 178 | Reward: -1364.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0137s
Episode 179 | Reward: -1323.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0139s
Episode 180 | Reward: -1298.10 | Steps: 2601 | Epsilon: 0.84 | Result: LOSE | Time: 0.0136s
Episode 181 | Reward: -1288.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0138s
Episode 182 | Reward: -1210.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0139s
Episode 183 | Reward: -1261.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0137s
Episode 184 | Reward: -1277.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0136s
Episode 185 | Reward: -1316.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0137s
Episode 186 | Reward: -1279.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0139s
Episode 187 | Reward: -1346.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0140s
Episode 188 | Reward: -1244.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0140s
Episode 189 | Reward: -1303.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0140s
Episode 190 | Reward: -1388.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0140s
Episode 191 | Reward: -1358.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0140s
Episode 192 | Reward: -1377.10 | Steps: 2601 | Epsilon: 0.83 | Result: LOSE | Time: 0.0141s
Episode 193 | Reward: -1321.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0139s
Episode 194 | Reward: -1356.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0140s
Episode 195 | Reward: -1180.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0140s
Episode 196 | Reward: -1280.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0140s
Episode 197 | Reward: -1288.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0139s
Episode 198 | Reward: -1303.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0140s
Episode 199 | Reward: -1272.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0140s
Episode 200 | Reward: -1363.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0140s
Episode 201 | Reward: -1354.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0139s
Episode 202 | Reward: -1308.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0140s
Episode 203 | Reward: -1238.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0139s
Episode 204 | Reward: -1324.10 | Steps: 2601 | Epsilon: 0.82 | Result: LOSE | Time: 0.0139s
Episode 205 | Reward: -1306.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0139s
Episode 206 | Reward: -1133.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0140s
Episode 207 | Reward: -1346.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0139s
Episode 208 | Reward: -1215.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0138s
Episode 209 | Reward: -1225.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0137s
Episode 210 | Reward: -1308.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0140s
Episode 211 | Reward: -1348.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0140s
Episode 212 | Reward: -1124.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0142s
Episode 213 | Reward: -1329.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0141s
Episode 214 | Reward: -1051.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0140s
Episode 215 | Reward: -1101.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0139s
Episode 216 | Reward: -1257.10 | Steps: 2601 | Epsilon: 0.81 | Result: LOSE | Time: 0.0142s
Episode 217 | Reward: -1104.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0140s
Episode 218 | Reward: -1090.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0137s
Episode 219 | Reward: -1290.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0142s
Episode 220 | Reward: -1329.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0141s
Episode 221 | Reward: -1044.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0145s
Episode 222 | Reward: -1184.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0145s
Episode 223 | Reward: -1244.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0145s
Episode 224 | Reward: -1067.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0145s
Episode 225 | Reward: -1037.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0140s
Episode 226 | Reward: -1045.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0137s
Episode 227 | Reward: -997.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0135s
Episode 228 | Reward: -1253.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0140s
Episode 229 | Reward: -1153.10 | Steps: 2601 | Epsilon: 0.80 | Result: LOSE | Time: 0.0140s
Episode 230 | Reward: -1111.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0142s
Episode 231 | Reward: -1075.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0141s
Episode 232 | Reward: -1051.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0145s
Episode 233 | Reward: -1299.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0145s
Episode 234 | Reward: -1078.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0296s
Episode 235 | Reward: -1256.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0155s
Episode 236 | Reward: -1190.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0147s
Episode 237 | Reward: -1077.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0140s
Episode 238 | Reward: -1161.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0145s
Episode 239 | Reward: -1033.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0140s
Episode 240 | Reward: -1201.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0143s
Episode 241 | Reward: -1123.10 | Steps: 2601 | Epsilon: 0.79 | Result: LOSE | Time: 0.0141s
Episode 242 | Reward: -1171.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0142s
Episode 243 | Reward: -1042.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0144s
Episode 244 | Reward: -1159.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0144s
Episode 245 | Reward: -1140.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0147s
Episode 246 | Reward: -1287.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0144s
Episode 247 | Reward: -1218.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0137s
Episode 248 | Reward: -1146.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0143s
Episode 249 | Reward: -924.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0142s
Episode 250 | Reward: -1131.10 | Steps: 2601 | Epsilon: 0.78 | Result: LOSE | Time: 0.0143s

Training finished in 3.52s
Greedy reached goal: False in 2600 steps.
